stage,scene_type,scene,classes_present
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-39-08_260595134347,chair|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-39-33_260595134347,chair|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_14-39-57_260595134347,chair|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-32-01_260595134347,door|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-43-26_260595134347,chair|table|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-43-47_260595134347,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-44-11_260595134347,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-44-28_260595134347,chair|door|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-44-55_260595134347,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-45-48_260595134347,chair|table|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-46-16_260595134347,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-46-38_260595134347,chair|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-47-01_260595134347,desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-47-19_260595134347,chair|table|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-48-47_260595134347,window|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-49-07_260595134347,chair|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-49-37_260595134347,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-50-23_260595134347,chair|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-51-42_260595134347,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-51-58_260595134347,chair|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-52-13_260595134347,chair|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-52-30_260595134347,table|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-52-48_260595134347,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-53-05_260595134347,chair|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-54-16_260595134347,chair|window|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-54-41_260595134347,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-55-03_260595134347,desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-55-20_260595134347,desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_15-55-37_260595134347,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-00-02_260595134347,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-00-21_260595134347,chair|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\align_kv2\2014-12-18_16-00-34_260595134347,chair|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000063_2014-04-29_14-38-52_094959634447_rgbf000101-resize,
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000064_2014-04-29_14-39-49_094959634447_rgbf002016-resize,chair|table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000158_2014-05-20_17-33-37_260595134347_rgbf000100-resize,chair|table|window|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000333_2014-06-09_20-19-26_260595134347_rgbf000164-resize,chair|table|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000334_2014-06-09_20-19-58_260595134347_rgbf000142-resize,chair|table|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000335_2014-06-08_11-30-31_260595134347_rgbf000184-resize,chair|table|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000341_2014-06-08_11-40-02_260595134347_rgbf000137-resize,chair|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000346_2014-06-09_19-48-39_260595134347_rgbf000119-resize,chair|table|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000348_2014-06-09_19-49-30_260595134347_rgbf000130-resize,chair|table|window|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000354_2014-06-09_20-31-55_260595134347_rgbf000172-resize,chair|table|door|desk|book
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000356_2014-06-09_20-32-58_260595134347_rgbf000179-resize,table|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000357_2014-06-09_20-33-32_260595134347_rgbf000234-resize,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000358_2014-06-09_20-35-19_260595134347_rgbf000150-resize,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000377_2014-06-08_11-18-34_260595134347_rgbf000178-resize,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000379_2014-06-08_11-19-45_260595134347_rgbf000106-resize,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000523_2014-06-08_13-53-25_260595134347_rgbf000098-resize,chair|window|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000817_2014-06-08_22-58-14_260595134347_rgbf000072-resize,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000907_2014-06-08_13-53-04_260595134347_rgbf000048-resize,chair|table|window|door|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000922_2014-06-09_16-25-16_260595134347_rgbf000150-resize,chair|table|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\000927_2014-06-09_16-32-30_260595134347_rgbf000123-resize,table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\001373_2014-06-19_15-55-34_260595134347_rgbf000088-resize,chair|table|window|door|desk|sofa
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\001375_2014-06-19_15-56-19_260595134347_rgbf000078-resize,chair|window|door|sofa
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\001391_2014-06-19_16-06-30_260595134347_rgbf000043-resize,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\001394_2014-06-19_16-09-16_260595134347_rgbf000092-resize,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\001396_2014-06-19_16-10-07_260595134347_rgbf000128-resize,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\001407_2014-06-19_16-16-04_260595134347_rgbf000107-resize,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\001442_2014-06-19_16-57-58_260595134347_rgbf000070-resize,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\001443_2014-06-19_16-58-34_260595134347_rgbf000106-resize,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\001485_2014-06-19_17-37-19_260595134347_rgbf000070-resize,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\001526_2014-06-20_16-45-35_260595134347_rgbf000054-resize,table|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\001614_2014-06-20_11-34-38_260595134347_rgbf000047-resize,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\001615_2014-06-20_11-34-54_260595134347_rgbf000130-resize,chair|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\001616_2014-06-20_11-35-17_260595134347_rgbf000092-resize,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\001618_2014-06-20_11-37-31_260595134347_rgbf000027-resize,chair|table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\001619_2014-06-20_11-37-45_260595134347_rgbf000103-resize,chair|table|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\001640_2014-06-20_11-48-26_260595134347_rgbf000093-resize,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\001644_2014-06-20_11-56-47_260595134347_rgbf000057-resize,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002504_2014-06-24_13-17-46_094959634447_rgbf000084-resize,table|door|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002505_2014-06-24_13-17-58_094959634447_rgbf000081-resize,chair|table|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002507_2014-06-24_13-18-57_094959634447_rgbf000080-resize,chair|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002508_2014-06-24_13-19-10_094959634447_rgbf000078-resize,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002509_2014-06-24_13-19-22_094959634447_rgbf000077-resize,chair|door|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002510_2014-06-24_13-19-41_094959634447_rgbf000080-resize,chair|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002511_2014-06-24_13-19-55_094959634447_rgbf000077-resize,chair|table|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002515_2014-06-24_13-22-46_094959634447_rgbf000076-resize,chair|table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002516_2014-06-24_13-22-57_094959634447_rgbf000077-resize,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002517_2014-06-24_13-23-18_094959634447_rgbf000075-resize,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002518_2014-06-24_13-23-31_094959634447_rgbf000080-resize,chair|table|door|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002519_2014-06-24_13-23-50_094959634447_rgbf000073-resize,chair|table|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002520_2014-06-24_13-24-20_094959634447_rgbf000076-resize,chair|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002521_2014-06-24_13-24-32_094959634447_rgbf000082-resize,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002522_2014-06-24_13-24-46_094959634447_rgbf000082-resize,chair|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002523_2014-06-24_13-25-13_094959634447_rgbf000081-resize,chair|door|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002524_2014-06-24_13-25-26_094959634447_rgbf000083-resize,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002525_2014-06-24_13-25-38_094959634447_rgbf000073-resize,chair|window|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002526_2014-06-24_13-25-54_094959634447_rgbf000084-resize,chair|table|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002528_2014-06-24_13-26-42_094959634447_rgbf000129-resize,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002529_2014-06-24_13-27-00_094959634447_rgbf000079-resize,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002530_2014-06-24_13-27-23_094959634447_rgbf000079-resize,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002577_2014-06-24_14-07-36_094959634447_rgbf000059-resize,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002578_2014-06-24_14-07-51_094959634447_rgbf000066-resize,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002579_2014-06-24_14-08-03_094959634447_rgbf000061-resize,chair|table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002611_2014-06-24_14-34-06_094959634447_rgbf000063-resize,chair|table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002612_2014-06-24_14-34-16_094959634447_rgbf000073-resize,chair|table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002613_2014-06-24_14-34-31_094959634447_rgbf000063-resize,chair|table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002614_2014-06-24_14-34-45_094959634447_rgbf000072-resize,chair|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002615_2014-06-24_14-34-58_094959634447_rgbf000072-resize,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002616_2014-06-24_14-35-17_094959634447_rgbf000073-resize,chair|table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002618_2014-06-24_14-37-07_094959634447_rgbf000068-resize,chair|table|window|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002619_2014-06-24_14-37-18_094959634447_rgbf000065-resize,chair|table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002621_2014-06-24_14-43-56_094959634447_rgbf000039-resize,chair|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002630_2014-06-24_14-47-50_094959634447_rgbf000055-resize,chair|table|book
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002632_2014-06-24_14-48-29_094959634447_rgbf000063-resize,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002633_2014-06-24_14-48-40_094959634447_rgbf000063-resize,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002635_2014-06-24_14-49-03_094959634447_rgbf000072-resize,desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002637_2014-06-24_14-51-13_094959634447_rgbf000066-resize,chair|table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002638_2014-06-24_14-51-25_094959634447_rgbf000066-resize,chair|table|window|book
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002639_2014-06-24_14-51-37_094959634447_rgbf000074-resize,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002640_2014-06-24_14-51-49_094959634447_rgbf000071-resize,chair|table|window|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002642_2014-06-24_14-52-16_094959634447_rgbf000065-resize,chair|door|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002643_2014-06-24_14-52-59_094959634447_rgbf000063-resize,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002645_2014-06-24_14-53-56_094959634447_rgbf000064-resize,chair|table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002646_2014-06-24_14-54-07_094959634447_rgbf000056-resize,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002647_2014-06-24_14-54-29_094959634447_rgbf000067-resize,chair|table|door|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002649_2014-06-24_14-54-50_094959634447_rgbf000066-resize,chair|table
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002650_2014-06-24_14-55-23_094959634447_rgbf000057-resize,chair|table|window
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\002727_2014-06-22_11-49-24_094959634447_rgbf000025-resize,chair
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003120_2014-05-12_10-27-48_094959634447_rgbf000100-resize,chair|table|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003125_2014-05-12_10-39-22_094959634447_rgbf000100-resize,chair|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003127_2014-05-12_10-40-11_094959634447_rgbf000100-resize,chair|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003130_2014-05-12_10-48-53_094959634447_rgbf000101-resize,chair|table|window|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003131_2014-05-12_10-49-17_094959634447_rgbf000101-resize,chair|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003132_2014-05-12_10-49-43_094959634447_rgbf002599-resize,chair|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003133_2014-05-12_10-56-45_094959634447_rgbf000100-resize,chair|table|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003134_2014-05-12_10-57-10_094959634447_rgbf000100-resize,door|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003135_2014-05-12_10-57-34_094959634447_rgbf000100-resize,chair|table|door
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003137_2014-05-12_10-58-30_094959634447_rgbf000100-resize,chair|desk
Stage 1 – Classroom,classroom,C:\Users\ryana\Downloads\SUNRGBD\SUNRGBD\kv2\kinect2data\003139_2014-05-12_10-59-31_094959634447_rgbf002151-resize,chair|table
